"uid","uname","bid","course","lid","chapter","total_attempt","total_error","accuracy"
"171651","Gus81","13348","Common Chess Patterns","18","16. Back Rank Mate Patterns","25","2","92"
"171651","Gus81","13348","Common Chess Patterns","19","17. Hook Mate Patterns","57","14","75.44"
"171651","Gus81","13348","Common Chess Patterns","20","18. Damiano's Mate Patterns","38","3","92.11"
"171651","Gus81","13348","Common Chess Patterns","21","8. Decoy/Deflection/Remove the Defender Patterns","90","21","76.67"
"171651","Gus81","13348","Common Chess Patterns","22","28. Decoy/Deflection/Remove the Defender Tests","120","28","76.67"
"171651","Gus81","13348","Common Chess Patterns","23","19. Isolated Lawnmower/Escalator + Vukovic Mate Pattern","32","7","78.13"
"171651","Gus81","13348","Common Chess Patterns","24","31. Bonus Knight Forks","69","7","89.86"
"171651","Gus81","13348","Common Chess Patterns","26","20. Isolated Blind Swine + Smothered Mate Patterns","32","3","90.63"
"171651","Gus81","13348","Common Chess Patterns","27","22. Isolated Max Lange’s + Lolli’s Mate Patterns","22","4","81.82"
"171651","Gus81","13348","Common Chess Patterns","28","21. Isolated Kill Box and Blackburne's Mate Patterns","20","6","70"
"171651","Gus81","13348","Common Chess Patterns","29","14. Isolated Boden Mate Patterns","23","3","86.96"
"171651","Gus81","13348","Common Chess Patterns","30","7. X-Ray Patterns","124","8","93.55"
"171651","Gus81","13348","Common Chess Patterns","31","29. X-Ray Test Positions","72","7","90.28"
"171651","Gus81","15820","The London System: Essential Theory","1","1. ...d5 without ...c5","12096","702","94.2"
"171651","Gus81","15820","The London System: Essential Theory","2","2. ...d5 with ...c5","4014","302","92.48"
"171651","Gus81","43808","The Tournament Starter Kit","2","2. Opening","97","2","97.94"
"171651","Gus81","43808","The Tournament Starter Kit","3","3. Tactics","116","8","93.1"
"171651","Gus81","43808","The Tournament Starter Kit","4","4. Checkmates","32","1","96.88"
"172194","Tjm024000","11611","Crush the Slav with the Boor Attack","0","1. Open Variation","356","23","93.54"
"172194","Tjm024000","13412","Dodgy's 1. d4 tactics Volume 1 - 1000 puzzles!","2","3. KID - Saemisch","195","18","90.77"
"172194","Tjm024000","14195","Dodgy's 1. d4 tactics Volume 2 - 1000 puzzles!","14","15. QGD - Exchange","415","53","87.23"
"172194","Tjm024000","21854","Ending the Englund Gambit","0","3. 3...Qe7","2098","132","93.71"
"172194","Tjm024000","21854","Ending the Englund Gambit","1","2. 2...d6 & 2...f6 and 3...d6 & 3...f6","1704","101","94.07"
"172194","Tjm024000","21854","Ending the Englund Gambit","3","1. Introduction","242","14","94.21"
"172194","Tjm024000","24575","The Art of Attack in Chess","1","2. Attack against the uncastled king","578","102","82.35"
"172194","Tjm024000","24575","The Art of Attack in Chess","2","3. Attack on king that has lost the right to castle","191","63","67.02"
"172194","Tjm024000","24575","The Art of Attack in Chess","3","5. Mating patterns","177","25","85.88"
"172194","Tjm024000","24575","The Art of Attack in Chess","4","6. Focal-points","82","20","75.61"
"172194","Tjm024000","24575","The Art of Attack in Chess","5","4. On castling and attacking the castled position","21","6","71.43"
"172194","Tjm024000","35474","The Aggressive Queens Gambit Declined","23","1. Quickstarter Guide","118","14","88.14"
"172194","Tjm024000","38275","Short & Sweet: 1. d4 for Mad Men","0","1. S&S: 1. d4 for Mad Men","261","14","94.64"
"172352","esu4chess","48516","25 Visualisation Exercises","2","2. Visualise 1 Sample Exercises","37","4","89.19"
"172352","esu4chess","48516","25 Visualisation Exercises","3","3. Visualise 5 Sample Exercies","21","2","90.48"
"172352","esu4chess","48516","25 Visualisation Exercises","4","4. Visualise 4 Sample Exercises","46","9","80.43"
"172352","esu4chess","48516","25 Visualisation Exercises","5","5. Visualise 3 Sample Exercises","78","12","84.62"
"172352","esu4chess","48536","The Art of Analysis","0","2. Most famous correspondence chess game ever played","8","2","75"
"172352","esu4chess","50034","Winning Chess Strategies: Free Lesson","2","1. Winning Chess Strategies: Free Lesson","316","36","88.61"
"172352","esu4chess","51996","Short & Sweet: Botvinnik English","0","Main Level","28575","1642","94.25"
"172352","esu4chess","52087","Short & Sweet: Panov-Botvinnik","7","Short & Sweet: Panov-Botvinnik","271","17","93.73"
"172352","esu4chess","52604","Winning Chess Tactics: Free Lesson","0","1. Winning Chess Tactics: Free Lesson","163","36","77.91"
"172352","esu4chess","54015","Winning Chess Combinations: Free Lesson","1","Winning Chess Combinations: Free Lesson","70","13","81.43"
"172352","esu4chess","57374","Short & Sweet: Chess Swindles","0","When to enter 'Swindle Mode'","78","11","85.9"
"172352","esu4chess","58407","Short & Sweet: Najdorf Sicilian","0","Main Level","184","15","91.85"
"172352","esu4chess","62086","Winning Chess Openings: Free Lesson","8","Free Lesson","22","3","86.36"
"172678","Jallre77","21812","The Killer Dutch Rebooted","3","1. An Introduction: Do's and Don'ts","2232","124","94.44"
"172678","Jallre77","21812","The Killer Dutch Rebooted","30","3. Main Line (8 Qc2 & 8 Qd3) - Theory","1839","82","95.54"
"172678","Jallre77","22462","Fight like Nakamura: Play 1. b3!","1","2. e5 and d5 structure","11857","474","96"
"172678","Jallre77","22462","Fight like Nakamura: Play 1. b3!","2","5. e5 and d6 structure","821","52","93.67"
"172678","Jallre77","22462","Fight like Nakamura: Play 1. b3!","26","4. e5 and d5: Logozar's variation","3155","154","95.12"
"172678","Jallre77","23159","Go for The Throat: Play 1.d4","23","2. Quickstarter Guide","2520","97","96.15"
"172678","Jallre77","28860","Lifetime Repertoires: Jan Gustafsson's 1. e4 e5","2","3. Intro to the Spanish and Marshall","84","0","100"
"172678","Jallre77","28860","Lifetime Repertoires: Jan Gustafsson's 1. e4 e5","11","4. Marshall 15. Be3","72","0","100"
"172678","Jallre77","28860","Lifetime Repertoires: Jan Gustafsson's 1. e4 e5","29","26. Wormald & Worrall Attack","31","1","96.77"
"172678","Jallre77","28860","Lifetime Repertoires: Jan Gustafsson's 1. e4 e5","31","28. Ruy Lopez Four Knights","45","5","88.89"
"172678","Jallre77","28860","Lifetime Repertoires: Jan Gustafsson's 1. e4 e5","33","29. Exchange Variation","41","3","92.68"
"172678","Jallre77","28860","Lifetime Repertoires: Jan Gustafsson's 1. e4 e5","56","49. King's Gambit 3. Nf3","306","26","91.5"
"172678","Jallre77","28860","Lifetime Repertoires: Jan Gustafsson's 1. e4 e5","62","2. Quickstarter Guide","1164","47","95.96"
"172678","Jallre77","34040","The Black Lion","1","1. Introduction and History of the Black Lion","252","6","97.62"
"172678","Jallre77","34040","The Black Lion","29","2. Quickstarter Guide","285","12","95.79"
"172678","Jallre77","40869","The Complete Open Sicilian for White - Vol. 1","0","1. Introduction","48","0","100"
"172678","Jallre77","40869","The Complete Open Sicilian for White - Vol. 1","14","2. Quickstarter Guide","1339","45","96.64"
"172678","Jallre77","42964","The Dynamic Italian Game","10","2. Quickstarter Guide","6125","335","94.53"
"172678","Jallre77","48516","25 Visualisation Exercises","2","2. Visualise 1 Sample Exercises","103","2","98.06"
"172678","Jallre77","50500","The Iron English: Botvinnik Variation","16","Theory 1A: 2... g6 & 3... Bg7 (...e5 with ...Nc6)","360","8","97.78"
"172678","Jallre77","50500","The Iron English: Botvinnik Variation","44","Quickstarter Guide","115","2","98.26"
"172678","Jallre77","50526","Short & Sweet: Italian Game","0","1. Main Level","4729","202","95.73"
"173350","Rafaelbt","79","IM John Bartholomew's Scandinavian Defense","0","1. Introduction to the Scandinavian","9","0","100"
"173350","Rafaelbt","79","IM John Bartholomew's Scandinavian Defense","1","2. Main Line - 5.Nf3 Bg4","410","10","97.56"
"173350","Rafaelbt","79","IM John Bartholomew's Scandinavian Defense","2","3. Flank Attack - 5.Bc4 a6","543","9","98.34"
"173350","Rafaelbt","79","IM John Bartholomew's Scandinavian Defense","4","4. Early Bishop Sortie - 5.Bg5","321","12","96.26"
"173350","Rafaelbt","79","IM John Bartholomew's Scandinavian Defense","5","5. Miscellaneous Fourths - 4.Nf3","213","6","97.18"
"173350","Rafaelbt","79","IM John Bartholomew's Scandinavian Defense","6","7. Underrated - 3.Nf3","559","25","95.53"
"173350","Rafaelbt","79","IM John Bartholomew's Scandinavian Defense","7","6. Central Destroyer - 3.d4 e5","244","9","96.31"
"173350","Rafaelbt","79","IM John Bartholomew's Scandinavian Defense","8","8. Rare Lines - 1.e4 d5","328","11","96.65"
"173350","Rafaelbt","104","IM John Bartholomew's Scandinavian (FREE version)","1","1. Introduction to the Scandinavian","9","0","100"
"173350","Rafaelbt","104","IM John Bartholomew's Scandinavian (FREE version)","2","2. Main Line - 5.Nf3 Bg4","87","1","98.85"
"173350","Rafaelbt","104","IM John Bartholomew's Scandinavian (FREE version)","3","3. Flank Attack - 5.Bc4 a6","60","0","100"
"173350","Rafaelbt","104","IM John Bartholomew's Scandinavian (FREE version)","4","4. Early Bishop Sortie - 5.Bg5","119","6","94.96"
"173350","Rafaelbt","104","IM John Bartholomew's Scandinavian (FREE version)","5","5. Miscellaneous Fourths - 4.Nf3","112","2","98.21"
"173350","Rafaelbt","104","IM John Bartholomew's Scandinavian (FREE version)","6","6. Central Destroyer - 3.d4 e5","107","3","97.2"
"173350","Rafaelbt","104","IM John Bartholomew's Scandinavian (FREE version)","7","7. Underrated - 3.Nf3","187","5","97.33"
"173350","Rafaelbt","104","IM John Bartholomew's Scandinavian (FREE version)","8","8. Rare Lines - 1.e4 d5","124","3","97.58"
"173350","Rafaelbt","1671","Extensive & Detailed Sicilian repertoire (preview/Free Version)","0","1. Yugoslav","686","6","99.13"
"173350","Rafaelbt","1671","Extensive & Detailed Sicilian repertoire (preview/Free Version)","1","2. Marozcy Bind","245","1","99.59"
"173350","Rafaelbt","3489","Ruy Lopez: Masterclass Edition","0","1. Ruy Lopez Introduction","9","0","100"
"173350","Rafaelbt","3489","Ruy Lopez: Masterclass Edition","1","2. Closed Spanish- Chigorin Variation","195","5","97.44"
"173350","Rafaelbt","3489","Ruy Lopez: Masterclass Edition","2","3. Closed Spanish- Zaitsev Variation","80","1","98.75"
"173350","Rafaelbt","3489","Ruy Lopez: Masterclass Edition","3","4. Closed Spanish- Breyer Variation","101","1","99.01"
"173350","Rafaelbt","3489","Ruy Lopez: Masterclass Edition","4","5. Marshall Attack","128","2","98.44"
"173350","Rafaelbt","3489","Ruy Lopez: Masterclass Edition","5","6. Open Spanish","184","3","98.37"
"173350","Rafaelbt","3489","Ruy Lopez: Masterclass Edition","6","7. Archangelesk Variation","107","1","99.07"
"173350","Rafaelbt","3489","Ruy Lopez: Masterclass Edition","7","8. Berlin Defense","152","7","95.39"
"173350","Rafaelbt","3489","Ruy Lopez: Masterclass Edition","8","9. Schliemann Gambit","130","7","94.62"
"173350","Rafaelbt","3489","Ruy Lopez: Masterclass Edition","9","10. Sidelines","239","8","96.65"
"173350","Rafaelbt","5479","Short & Sweet: The Scotch Game","2","1. Main Level","274","2","99.27"
"173350","Rafaelbt","5878","Short & Sweet: The Slav","1","1. S&S: The Slav","289","6","97.92"
"173350","Rafaelbt","5980","Essential Endings: Playing R+B vs. R","0","1. Phillidor Position : WIN!","654","28","95.72"
"173350","Rafaelbt","11887","1001 Brilliant Ways to Checkmate: 21st-Century Edition","2","3. Checkmate without the Queen (Positions 277-426)","429","10","97.67"
"173350","Rafaelbt","11887","1001 Brilliant Ways to Checkmate: 21st-Century Edition","3","4. Storming the Castled Position (Positions 427-642)","352","13","96.31"
"173350","Rafaelbt","11887","1001 Brilliant Ways to Checkmate: 21st-Century Edition","9","2. Queen Sacrifices (Positions 1-276)","926","21","97.73"
"173350","Rafaelbt","13348","Common Chess Patterns","1","2. Knight Patterns","174","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","2","3. Double Attack Patterns","87","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","3","4. Pin Patterns","115","1","99.13"
"173350","Rafaelbt","13348","Common Chess Patterns","4","5. Double Check Patterns","88","1","98.86"
"173350","Rafaelbt","13348","Common Chess Patterns","9","6. Skewer Patterns","80","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","11","9. Epaulette Mate Patterns","16","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","13","10. Anastasia's Mate Patterns","23","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","14","11. Dovetail Mate Patterns","16","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","15","12. Morphy's + Corner Mate Patterns","23","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","16","13. Opera Mate Patterns","22","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","17","15. Arabian Mate Patterns","18","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","18","16. Back Rank Mate Patterns","23","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","19","17. Hook Mate Patterns","28","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","20","18. Damiano's Mate Patterns","35","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","21","8. Decoy/Deflection/Remove the Defender Patterns","71","2","97.18"
"173350","Rafaelbt","13348","Common Chess Patterns","23","19. Isolated Lawnmower/Escalator + Vukovic Mate Pattern","25","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","26","20. Isolated Blind Swine + Smothered Mate Patterns","29","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","27","22. Isolated Max Lange’s + Lolli’s Mate Patterns","18","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","28","21. Isolated Kill Box and Blackburne's Mate Patterns","15","1","93.33"
"173350","Rafaelbt","13348","Common Chess Patterns","29","14. Isolated Boden Mate Patterns","20","0","100"
"173350","Rafaelbt","13348","Common Chess Patterns","30","7. X-Ray Patterns","57","0","100"
"173350","Rafaelbt","19247","The Unexpected Mate in 1","0","1. 001-100","101","1","99.01"
"173350","Rafaelbt","19247","The Unexpected Mate in 1","1","2. 101-200","100","0","100"
"173350","Rafaelbt","19247","The Unexpected Mate in 1","2","3. 201-300","101","1","99.01"
"173350","Rafaelbt","19247","The Unexpected Mate in 1","3","4. 301-400","102","2","98.04"
"173350","Rafaelbt","19247","The Unexpected Mate in 1","4","5. 401-500","102","2","98.04"
"173350","Rafaelbt","19247","The Unexpected Mate in 1","5","6. 501-601","102","1","99.02"
"173350","Rafaelbt","19247","The Unexpected Mate in 1","14","7. 2019 Supplement","32","0","100"
"173350","Rafaelbt","42325","Double-sided Mates in 1","8","6. Queen Mates in 1","28","0","100"
"173350","Rafaelbt","42325","Double-sided Mates in 1","9","3. Knight Mates in 1","32","2","93.75"
"173350","Rafaelbt","42325","Double-sided Mates in 1","10","5. Rook Mates in 1","28","0","100"
"173350","Rafaelbt","42325","Double-sided Mates in 1","11","4. Bishop Mates in 1","28","0","100"
"173350","Rafaelbt","42325","Double-sided Mates in 1","12","2. Pawn Mates in 1","28","0","100"
"173350","Rafaelbt","42325","Double-sided Mates in 1","13","7. Random Mates in 1","60","0","100"
"173350","Rafaelbt","48213","Chessable Tutorial Checkmate Patterns","0","1. Main Level","74","0","100"
"173350","Rafaelbt","48516","25 Visualisation Exercises","2","2. Visualise 1 Sample Exercises","33","0","100"
"173350","Rafaelbt","48516","25 Visualisation Exercises","3","3. Visualise 5 Sample Exercies","19","3","84.21"
"173350","Rafaelbt","48516","25 Visualisation Exercises","4","4. Visualise 4 Sample Exercises","22","3","86.36"
"173350","Rafaelbt","48516","25 Visualisation Exercises","5","5. Visualise 3 Sample Exercises","22","1","95.45"
